Nr uczestnika;Preferencje
5324;Blues,59|Vocal,34|Dance,7
5325;Rock,37|Anime,30|Vocal,31|Pop,2
5326;Anime,25|Dance,42|Vocal,27|R&B/Soul,6
5327;Instrumental,100
5328;Metal,94|Dance,6
5329;Industrial,62|Alternative,37|Pop,1
5330;Reggae,97|Jazz,3
5331;Pop,40|Latin,38|Country,21|Alternative,1
5332;Anime,66|Alternative,28|Vocal,6
5333;Anime,93|Dance,7
5334;Metal,23|Vocal,31|Latin,28|Pop,18
5335;Alternative,52|Anime,35|Reggae,13
5336;Pop,84|Alternative,16
5337;Folk,88|Comedy,12
5338;Reggae,78|Alternative,20|Pop,2
5339;Alternative,28|Rock,44|Blues,22|Classical,6
5340;Pop,91|Latin,9
5341;Pop,87|Metal,13
5342;Dance,39|Metal,22|Electronic,36|Pop,3
5343;Folk,90|Country,10
5344;Vocal,100
5345;Jazz,86|Vocal,14
5346;Jazz,71|Pop,20|Alternative,9
5347;World,62|Industrial,32|Anime,6
5348;Reggae,89|Rock,11
5349;Alternative,87|Instrumental,13
5350;Dance,99|Metal,1
5351;Blues,25|Alternative,64|Electronic,11
5352;Pop,44|Rock,49|Comedy,7
5353;R&B/Soul,41|Folk,58|Blues,1
5354;Classical,69|Latin,27|Jazz,4
5355;Alternative,61|Vocal,35|Blues,4
5356;Comedy,33|Alternative,39|Latin,23|World,5
5357;Instrumental,35|Reggae,21|Electronic,23|Anime,21
5358;Instrumental,99|Jazz,1
5359;Pop,73|Dance,23|Folk,4
5360;Vocal,26|Pop,59|Instrumental,15
5361;Reggae,89|Alternative,11
5362;Dance,90|R&B/Soul,10
5363;Electronic,87|Industrial,13
5364;Anime,95|Blues,5
5365;Jazz,79|Alternative,20|R&B/Soul,1
5366;Alternative,57|World,34|Classical,9
5367;Electronic,83|Metal,17
5368;Vocal,81|Metal,19
5369;Comedy,35|Instrumental,58|Dance,7
5370;Anime,63|Instrumental,22|Country,15
5371;Jazz,73|Alternative,20|Comedy,7
5372;Vocal,87|Reggae,13
5373;Instrumental,79|Classical,21
5374;Folk,84|Latin,16
5375;Metal,63|Reggae,35|Industrial,2
5376;Rock,31|Latin,46|Vocal,21|Jazz,2
5377;Pop,54|Latin,32|Country,14
5378;Anime,52|Electronic,40|Instrumental,8
5379;Rock,84|Blues,16
5380;Vocal,31|Country,34|Folk,30|Alternative,5
5381;Industrial,89|Comedy,11
5382;Jazz,34|Country,59|Blues,7
5383;Jazz,57|Anime,20|Electronic,22|Dance,1
5384;Metal,69|World,30|Classical,1
5385;Jazz,98|Electronic,2
5386;Dance,58|Electronic,33|Folk,9
5387;Electronic,69|Metal,25|Anime,6
5388;Alternative,43|Electronic,37|Pop,20
5389;Jazz,35|Latin,54|Comedy,11
5390;Instrumental,95|Electronic,5
5391;Folk,35|Anime,22|Comedy,20|Jazz,20|Instrumental,3
5392;Pop,59|Classical,40|Vocal,1
5393;Folk,64|Blues,32|Pop,4
5394;Comedy,32|Electronic,55|Anime,13
5395;Classical,57|Alternative,20|Blues,20|Rock,3
5396;Classical,32|R&B/Soul,25|Alternative,38|Latin,5
5397;Pop,56|Classical,40|Rock,4
5398;Reggae,100
5399;Industrial,58|Rock,37|Vocal,5
5400;Country,48|Blues,43|Rock,9
5401;Rock,49|Comedy,50|Vocal,1
5402;Blues,90|Jazz,10
5403;Jazz,44|Comedy,48|Pop,8
5404;Pop,57|Blues,35|Comedy,8
5405;Country,76|Anime,24
5406;Vocal,30|Rock,58|Classical,12
5407;Electronic,31|Metal,50|Country,19
5408;Metal,28|Dance,22|World,44|Industrial,6
5409;World,88|Electronic,12
5410;World,94|Reggae,6
5411;Rock,47|Jazz,35|Metal,18
5412;Electronic,89|Anime,11
5413;Instrumental,58|Vocal,25|Classical,17
5414;Country,86|Rock,14
5415;Vocal,81|Alternative,19
5416;Electronic,67|Pop,26|R&B/Soul,7
5417;Dance,31|Reggae,29|R&B/Soul,24|Electronic,16
5418;Country,28|Blues,24|Anime,21|Instrumental,21|Jazz,6
5419;Comedy,99|Alternative,1
5420;Dance,45|Pop,46|Country,9
5421;Anime,58|World,27|Metal,15
5422;Anime,44|Alternative,24|Country,27|Folk,5
5423;R&B/Soul,25|Pop,46|World,23|Alternative,6
5424;Industrial,32|Vocal,23|Country,44|Anime,1
5425;Metal,89|Dance,11
5426;Dance,30|Instrumental,21|Jazz,34|Folk,15
5427;Blues,68|World,28|Classical,4
5428;Metal,44|Blues,55|Comedy,1
5429;Alternative,85|Rock,15
5430;Pop,45|Alternative,33|Metal,22
5431;Latin,99|Folk,1
5432;Dance,78|Metal,22
5433;Dance,86|Pop,14
5434;Industrial,93|Anime,7
5435;Classical,24|Pop,59|Anime,17
5436;World,56|Electronic,36|Blues,8
5437;Industrial,42|Instrumental,31|World,22|Alternative,5
5438;Vocal,32|Anime,27|Folk,32|Jazz,9
5439;Instrumental,22|Metal,59|Electronic,19
5440;Instrumental,40|Comedy,60
5441;Country,56|Pop,33|World,11
5442;World,56|Folk,35|Vocal,9
5443;Latin,63|Folk,23|Metal,14
5444;Instrumental,26|Jazz,59|Metal,15
5445;Vocal,39|Reggae,28|Industrial,30|Blues,3
5446;World,68|Comedy,28|Electronic,4
5447;Country,56|Electronic,20|World,22|Reggae,2
5448;Electronic,36|Instrumental,32|R&B/Soul,24|Country,8
5449;Pop,81|Folk,19
5450;Electronic,56|R&B/Soul,31|Rock,13
5451;Alternative,89|Industrial,11
5452;R&B/Soul,36|Rock,55|Instrumental,9
5453;Blues,99|Electronic,1
5454;Classical,100
5455;Electronic,36|Blues,63|Latin,1
5456;Blues,29|Country,55|Alternative,16
5457;Latin,30|Reggae,20|Country,42|World,8
5458;Alternative,26|Comedy,37|Rock,36|Instrumental,1
5459;Industrial,77|Pop,21|Rock,2
5460;Electronic,26|Reggae,42|Alternative,32
5461;World,78|Alternative,22
5462;R&B/Soul,63|Classical,29|World,8
5463;Industrial,97|Anime,3
5464;Metal,89|Electronic,11
5465;Industrial,84|Vocal,16
5466;Anime,24|Blues,63|Jazz,13
5467;Blues,41|R&B/Soul,21|Latin,36|Folk,2
5468;Folk,52|Vocal,20|Metal,25|Instrumental,3
5469;Electronic,82|Folk,18
5470;Vocal,86|Metal,14
5471;Pop,48|Vocal,25|Comedy,22|Classical,5
5472;Classical,55|Jazz,27|Latin,18
5473;Anime,89|Classical,11
5474;Rock,20|Classical,77|World,3
5475;Rock,20|Blues,44|Country,29|Metal,7
5476;World,93|Blues,7
5477;Comedy,78|Rock,20|Pop,2
5478;Folk,97|Alternative,3
5479;R&B/Soul,90|Classical,10
5480;Alternative,79|Comedy,20|Dance,1
5481;Pop,46|Anime,26|Dance,28
5482;Folk,46|Alternative,49|Instrumental,5
5483;Rock,22|Jazz,61|Folk,17
5484;Alternative,39|Industrial,37|Rock,23|R&B/Soul,1
5485;Classical,91|Industrial,9
5486;Rock,81|Country,19
5487;Metal,100
5488;Latin,66|Dance,27|Classical,7
5489;Anime,37|Metal,51|Instrumental,12
5490;Blues,42|Jazz,20|Latin,32|Anime,6
5491;Blues,43|World,43|Anime,14
5492;R&B/Soul,60|World,30|Pop,10
5493;Country,93|Latin,7
5494;Reggae,36|R&B/Soul,35|Instrumental,27|Metal,2
5495;Electronic,36|Instrumental,48|Folk,16
5496;Alternative,27|Rock,57|Anime,16
5497;Rock,36|Pop,39|R&B/Soul,23|Metal,2
5498;Dance,72|Folk,20|Industrial,8
5499;R&B/Soul,57|Dance,34|Latin,9
5500;Jazz,89|Reggae,11
5501;Dance,45|Vocal,54|Jazz,1
5502;Metal,73|Folk,26|Comedy,1
5503;Country,78|R&B/Soul,22
5504;Pop,88|Reggae,12
5505;Blues,85|Comedy,15
5506;Vocal,81|Instrumental,19
5507;Country,99|Anime,1
5508;R&B/Soul,84|Reggae,16
5509;Dance,88|Classical,12
5510;Instrumental,74|Jazz,23|Country,3
5511;Rock,46|Pop,21|Industrial,26|Metal,7
5512;Jazz,43|Alternative,50|Instrumental,7
5513;Country,29|Metal,65|Dance,6
5514;Pop,33|Anime,27|Jazz,35|Folk,5
5515;Dance,42|Electronic,52|Country,6
5516;Dance,95|Pop,5
5517;Metal,24|Dance,64|Comedy,12
5518;R&B/Soul,97|Latin,3
5519;Anime,44|Instrumental,50|Industrial,6
5520;Anime,39|Pop,37|R&B/Soul,23|Blues,1
5521;Vocal,24|Alternative,36|Jazz,40
5522;Latin,60|Jazz,40
5523;Industrial,98|Instrumental,2
5524;Reggae,59|Electronic,27|Country,14
5525;Pop,23|Metal,22|Alternative,36|Classical,19
5526;Rock,74|Alternative,22|Vocal,4
5527;World,74|R&B/Soul,23|Pop,3
5528;Jazz,60|Alternative,33|Rock,7
5529;Instrumental,83|Comedy,17
5530;Anime,90|Pop,10
5531;Anime,22|R&B/Soul,74|Reggae,4
5532;Jazz,70|Anime,22|Blues,8
5533;Jazz,73|Blues,20|Anime,7
5534;Reggae,44|Alternative,53|Industrial,3
5535;Comedy,100
5536;Vocal,54|Pop,41|Anime,5
5537;R&B/Soul,54|Instrumental,28|Folk,18
5538;Vocal,35|Jazz,25|Reggae,26|World,14
5539;Instrumental,51|Metal,44|R&B/Soul,5
5540;Pop,96|Classical,4
5541;Pop,27|Vocal,46|Classical,26|Instrumental,1
5542;Classical,100
5543;Latin,79|Comedy,20|Anime,1
5544;Electronic,79|Anime,21
5545;Alternative,58|Metal,24|Folk,18
5546;Blues,64|Pop,20|Vocal,16
5547;Instrumental,97|Alternative,3
5548;Comedy,64|Instrumental,20|Electronic,16
5549;World,56|R&B/Soul,30|Reggae,14
5550;Dance,87|Alternative,13
5551;Folk,39|Reggae,57|Industrial,4
5552;Industrial,48|Country,29|Classical,23
5553;Industrial,94|Reggae,6
5554;R&B/Soul,95|Latin,5
5555;Classical,76|Country,24
5556;Blues,88|Dance,12
5557;Blues,88|Anime,12
5558;Reggae,30|Electronic,65|Classical,5
5559;Instrumental,42|Pop,45|Folk,13
5560;Dance,64|Folk,30|Pop,6
5561;Jazz,60|Latin,34|Metal,6
5562;Industrial,62|Dance,33|World,5
5563;Instrumental,25|Jazz,22|Vocal,28|R&B/Soul,25
5564;Alternative,54|Comedy,45|Rock,1
5565;Comedy,37|Instrumental,63
5566;R&B/Soul,78|Country,22
5567;Rock,65|Industrial,30|Folk,5
5568;Electronic,83|Alternative,17
5569;R&B/Soul,28|Alternative,47|World,25
5570;Folk,98|Metal,2
5571;Instrumental,50|R&B/Soul,32|Electronic,18
5572;Industrial,24|Electronic,58|Anime,18
5573;Pop,92|Vocal,8
5574;Instrumental,45|Vocal,34|Metal,20|Dance,1
5575;Reggae,30|Comedy,21|R&B/Soul,48|Pop,1
5576;R&B/Soul,68|Comedy,25|Dance,7
5577;Blues,68|Rock,21|Jazz,11
5578;Country,90|Folk,10
5579;World,100
5580;Country,43|World,42|Classical,15
5581;Dance,23|Country,63|Anime,14
5582;Classical,21|Alternative,47|Vocal,26|Comedy,6
5583;Alternative,68|Latin,29|Electronic,3
5584;Folk,25|Latin,57|Jazz,18
5585;Comedy,87|Dance,13
5586;Latin,29|Industrial,41|Folk,25|Classical,5
5587;Electronic,87|Comedy,13
5588;Comedy,41|Reggae,55|Blues,4
5589;World,76|Anime,22|Industrial,2
5590;Industrial,28|Country,37|Folk,32|Instrumental,3
5591;Alternative,61|Electronic,33|Comedy,6
5592;Dance,36|Latin,51|R&B/Soul,13
5593;Alternative,20|Country,63|Anime,17
5594;Alternative,50|Dance,29|Classical,21
5595;Anime,82|Industrial,18
5596;Metal,65|Alternative,20|Reggae,15
5597;Folk,77|World,22|Pop,1
5598;Electronic,45|Reggae,43|Classical,12
5599;Comedy,77|Rock,20|Electronic,3
5600;Country,43|World,31|Metal,24|Industrial,2
5601;Comedy,43|Electronic,47|Alternative,10
5602;Folk,93|Jazz,7
5603;Pop,84|Comedy,16
5604;Blues,97|Pop,3
5605;Industrial,73|World,20|Blues,7
5606;Classical,38|Blues,44|Rock,18
5607;Reggae,44|Pop,37|Latin,19
5608;Reggae,23|Alternative,60|Electronic,17
5609;Anime,50|Comedy,41|Country,9
5610;Jazz,90|Classical,10
5611;Folk,29|Rock,69|Country,2
5612;Classical,21|Blues,74|Dance,5
5613;Anime,51|Instrumental,48|Electronic,1
5614;Reggae,99|Alternative,1
5615;Dance,65|World,33|Folk,2
5616;Industrial,70|Alternative,28|R&B/Soul,2
5617;World,35|Jazz,38|Vocal,21|Reggae,6
5618;Metal,95|Jazz,5
5619;Anime,44|Alternative,21|World,35
5620;Alternative,98|Dance,2
5621;Country,97|Reggae,3
5622;Reggae,39|Country,47|Electronic,14
5623;Anime,30|Blues,68|Instrumental,2
5624;Pop,79|Instrumental,20|Comedy,1
5625;World,45|Dance,55
5626;Folk,99|Alternative,1
5627;Latin,60|Reggae,22|Dance,18
5628;Vocal,63|Electronic,25|Metal,12
5629;Blues,75|Reggae,21|R&B/Soul,4
5630;R&B/Soul,74|Industrial,24|Jazz,2
5631;Jazz,62|Classical,27|Country,11
5632;Alternative,75|Metal,25
5633;Industrial,71|Rock,29
5634;Latin,91|Instrumental,9
5635;Instrumental,57|Metal,21|Dance,22
5636;Industrial,53|Blues,47
5637;Classical,56|R&B/Soul,35|Folk,9
5638;Blues,26|Industrial,31|Country,30|Alternative,13
5639;Dance,35|Blues,58|Electronic,7
5640;Rock,90|World,10
5641;Anime,92|Folk,8
5642;Electronic,45|Metal,35|Jazz,20
5643;Folk,24|Dance,62|Instrumental,14
5644;Pop,63|Metal,25|Alternative,12
5645;R&B/Soul,82|Jazz,18
5646;Jazz,51|Industrial,42|Latin,7
5647;Vocal,42|Blues,24|Electronic,33|Dance,1
5648;Pop,97|Vocal,3
5649;Latin,88|Blues,12
5650;Vocal,85|Blues,15
5651;R&B/Soul,31|Industrial,68|Vocal,1
5652;Reggae,79|Blues,20|Classical,1
5653;World,37|Reggae,59|Industrial,4
5654;Comedy,20|Pop,44|Rock,24|Classical,12
5655;Dance,32|Pop,40|R&B/Soul,22|Folk,6
5656;Alternative,75|Country,22|Reggae,3
5657;Blues,50|World,37|Vocal,13
5658;Instrumental,46|Reggae,37|Pop,17
5659;Industrial,77|Blues,22|Pop,1
5660;Latin,69|Jazz,22|Anime,9
5661;Latin,57|Metal,32|Vocal,11
5662;Latin,81|R&B/Soul,19
5663;Alternative,51|Reggae,40|Industrial,9
5664;World,92|Pop,8
5665;Anime,88|Alternative,12
5666;R&B/Soul,66|Comedy,27|Electronic,7
5667;Blues,84|Metal,16
5668;Electronic,29|Rock,29|Blues,27|Dance,15
5669;Anime,29|World,71
5670;Vocal,23|Anime,35|Classical,27|Alternative,15
5671;Vocal,76|Latin,23|Industrial,1
5672;Electronic,21|Country,37|Alternative,38|Reggae,4
5673;Instrumental,39|Comedy,26|Jazz,26|Vocal,9
5674;Blues,71|Reggae,28|Pop,1
5675;Blues,91|Alternative,9
5676;Latin,67|Country,32|Folk,1
5677;Dance,24|Jazz,39|R&B/Soul,31|Metal,6
5678;Jazz,54|Comedy,43|Alternative,3
5679;Reggae,20|Dance,35|Anime,34|Classical,11
5680;Dance,81|Anime,19
5681;Blues,36|Pop,52|Instrumental,12
5682;Alternative,99|Rock,1
5683;Jazz,97|Vocal,3
5684;Reggae,79|Classical,21
5685;Blues,80|World,20
5686;Instrumental,25|Country,34|Rock,28|Dance,13
5687;Reggae,79|Comedy,21
5688;Dance,25|Instrumental,41|Latin,29|Anime,5
5689;World,92|Rock,8
5690;World,60|Dance,22|Jazz,18
5691;Jazz,30|Pop,55|Classical,15
5692;Metal,54|Comedy,30|Folk,16
5693;Electronic,34|Vocal,33|Anime,26|Dance,7
5694;World,31|Metal,39|Blues,29|Reggae,1
5695;R&B/Soul,21|Instrumental,61|Jazz,18
5696;Anime,54|Alternative,46
5697;R&B/Soul,48|Electronic,29|Blues,21|Folk,2
5698;Rock,93|Classical,7
5699;Rock,54|R&B/Soul,24|Classical,21|Folk,1
5700;Jazz,95|Metal,5
5701;Electronic,32|Vocal,36|Jazz,30|Alternative,2
5702;Industrial,55|Classical,23|Blues,22
5703;Anime,44|R&B/Soul,56
5704;Blues,41|Vocal,52|Metal,7
5705;R&B/Soul,28|Country,21|Alternative,36|Blues,15
5706;Anime,47|R&B/Soul,32|Pop,21
5707;Comedy,29|Folk,26|Latin,29|Blues,16
5708;Industrial,76|R&B/Soul,24
5709;Anime,88|Reggae,12
5710;Industrial,27|Metal,28|Jazz,23|Anime,21|Latin,1
5711;Country,37|Jazz,23|Latin,23|Rock,17
5712;Metal,49|Comedy,20|Rock,22|Folk,9
5713;Country,98|Anime,2
5714;Alternative,74|Country,25|Industrial,1
5715;World,51|R&B/Soul,35|Comedy,14
5716;Metal,37|Alternative,62|Anime,1
5717;Alternative,85|Industrial,15
5718;Country,65|Comedy,26|Alternative,9
5719;Latin,56|Anime,39|Alternative,5
5720;Pop,40|Blues,46|Latin,14
5721;Electronic,67|Anime,23|Pop,10
5722;Vocal,51|Dance,25|Anime,22|Country,2
5723;Comedy,66|Latin,32|Jazz,2
5724;Industrial,21|Latin,53|Jazz,21|Reggae,5
5725;Instrumental,84|Vocal,16
5726;Industrial,43|Dance,57
5727;Folk,78|World,21|Classical,1
5728;Alternative,46|Latin,32|Classical,21|Country,1
5729;World,74|Dance,25|Industrial,1
5730;Rock,100
5731;Alternative,32|Latin,61|Jazz,7
5732;Latin,53|Anime,24|Folk,22|Comedy,1
5733;Reggae,55|Metal,20|Instrumental,23|Pop,2
5734;Dance,94|Classical,6
5735;Alternative,61|Latin,28|World,11
5736;World,79|Rock,20|Alternative,1
5737;Instrumental,89|Blues,11
5738;Metal,78|Latin,22
5739;Anime,86|Rock,14
5740;Metal,100
5741;Pop,50|Latin,43|Rock,7
5742;Dance,24|Reggae,26|Alternative,20|Folk,23|World,7
5743;Blues,44|Electronic,27|Alternative,22|Dance,7
5744;Pop,51|Industrial,31|Jazz,18
5745;Pop,78|Jazz,20|Comedy,2
5746;Latin,68|Reggae,29|Comedy,3
5747;R&B/Soul,90|Folk,10
5748;Dance,85|Latin,15
5749;R&B/Soul,68|Latin,21|Vocal,11
5750;Country,75|Dance,21|Classical,4
5751;Classical,86|Latin,14
5752;Classical,47|Comedy,30|Country,22|Anime,1
5753;Comedy,71|Anime,23|Dance,6
5754;R&B/Soul,82|Classical,18
5755;Jazz,99|Electronic,1
5756;R&B/Soul,35|Industrial,40|Classical,21|Alternative,4
5757;Blues,27|Comedy,29|R&B/Soul,35|Dance,9
5758;Pop,56|Latin,43|Jazz,1
5759;Latin,68|R&B/Soul,32
5760;Instrumental,37|Country,32|Alternative,25|Jazz,6
5761;Reggae,25|Country,48|Classical,26|Metal,1
5762;Jazz,92|Folk,8
5763;Latin,32|Anime,20|Alternative,42|Electronic,6
5764;Anime,47|Jazz,47|Rock,6
5765;Anime,43|Electronic,42|Pop,15
5766;World,64|Pop,32|Blues,4
5767;Latin,49|World,44|Folk,7
5768;Rock,88|Electronic,12
5769;Latin,61|Industrial,28|R&B/Soul,11
5770;Alternative,56|Vocal,23|Dance,21
5771;Anime,26|Rock,45|Instrumental,20|Dance,9
5772;Industrial,79|Jazz,21
5773;Alternative,50|Jazz,32|Reggae,18
5774;Country,30|Reggae,40|Latin,26|Metal,4
5775;Blues,48|Classical,32|Anime,20
5776;Instrumental,79|Rock,20|Jazz,1
5777;Country,75|Anime,22|Alternative,3
5778;Dance,50|Country,49|Instrumental,1
5779;Industrial,48|Dance,43|R&B/Soul,9
5780;Jazz,26|Country,21|Industrial,37|R&B/Soul,16
5781;Jazz,99|Blues,1
5782;World,46|Comedy,24|Classical,30
5783;Comedy,50|Folk,30|World,20
5784;Electronic,25|Folk,46|Reggae,25|Latin,4
5785;Comedy,99|World,1
5786;Rock,100
5787;Dance,21|Blues,39|Pop,24|Rock,16
5788;Metal,49|Country,26|Alternative,25
5789;Industrial,38|Folk,39|Anime,20|R&B/Soul,3
5790;Comedy,99|Classical,1
5791;Anime,21|Vocal,20|Metal,40|Classical,19
5792;Jazz,47|Metal,20|Classical,31|Instrumental,2
5793;Jazz,68|R&B/Soul,31|Electronic,1
5794;Reggae,34|Electronic,20|Blues,29|Instrumental,17
5795;Industrial,93|Alternative,7
5796;Classical,54|Rock,29|Vocal,17
5797;Industrial,49|Anime,22|Country,28|Jazz,1
5798;Pop,67|Metal,24|Industrial,9
5799;Comedy,99|Dance,1
5800;R&B/Soul,65|Vocal,22|Reggae,13
5801;Blues,62|Pop,21|Industrial,17
5802;Comedy,30|World,40|Electronic,25|Latin,5
5803;Jazz,39|R&B/Soul,31|Metal,27|Alternative,3
5804;Electronic,98|Country,2
5805;Rock,41|R&B/Soul,38|Blues,21
5806;Comedy,45|World,34|Vocal,20|Industrial,1
5807;Jazz,63|Anime,21|Instrumental,16
5808;Jazz,70|Latin,29|Comedy,1
5809;World,60|Alternative,36|Jazz,4
5810;Country,22|Industrial,36|Pop,36|Vocal,6
5811;Anime,83|Rock,17
5812;Jazz,28|Alternative,30|Metal,37|Instrumental,5
5813;Pop,60|Rock,24|Industrial,16
5814;Rock,55|Classical,34|Folk,11
5815;Instrumental,93|R&B/Soul,7
5816;World,52|Comedy,45|Country,3
5817;Country,25|Electronic,25|R&B/Soul,38|Alternative,12
5818;Electronic,44|Anime,46|R&B/Soul,10
5819;Classical,69|Metal,23|Reggae,8
5820;Classical,25|Instrumental,45|Anime,23|Country,7
5821;Folk,48|Rock,46|Alternative,6
5822;Jazz,34|Dance,45|Folk,21
5823;Blues,27|Industrial,26|Instrumental,38|Rock,9
5824;Alternative,28|Country,71|Industrial,1
5825;Alternative,72|Latin,23|Folk,5
5826;R&B/Soul,88|Anime,12
5827;Jazz,23|Latin,75|Vocal,2
5828;Instrumental,25|Rock,34|Pop,22|Electronic,19
5829;Anime,48|R&B/Soul,47|Jazz,5
5830;Reggae,27|Folk,59|Blues,14
5831;World,100
5832;Rock,32|Instrumental,25|Anime,32|Industrial,11
5833;Pop,76|Country,22|Alternative,2
5834;R&B/Soul,95|Reggae,5
5835;Instrumental,85|Country,15
5836;Alternative,56|R&B/Soul,43|Classical,1
5837;Anime,95|Electronic,5
5838;Reggae,95|Metal,5
5839;Dance,75|Jazz,22|Blues,3
5840;Electronic,93|Reggae,7
5841;Pop,36|Dance,49|Vocal,15
5842;Vocal,37|Industrial,27|Anime,24|Latin,12
5843;Dance,84|Blues,16
5844;Jazz,91|Metal,9
5845;Folk,30|Vocal,70
5846;Reggae,86|Folk,14
5847;Industrial,44|Blues,25|Pop,23|Alternative,8
5848;Folk,81|Dance,19
5849;Country,97|Anime,3
5850;Vocal,37|Country,24|Electronic,29|Instrumental,10
5851;R&B/Soul,79|Rock,21
5852;World,84|Alternative,16
5853;Dance,53|Blues,34|Alternative,13
5854;Instrumental,80|Electronic,20
5855;Classical,30|Vocal,20|Latin,33|Dance,17
5856;Dance,47|Reggae,30|Country,22|Instrumental,1
5857;Industrial,41|Anime,44|Instrumental,15
5858;Country,54|Electronic,45|Metal,1
5859;Jazz,46|Rock,49|Metal,5
5860;Latin,59|Pop,23|Rock,18
5861;Blues,78|Electronic,20|Alternative,2
5862;Folk,96|Rock,4
5863;Vocal,84|Classical,16
5864;Electronic,49|Instrumental,40|Dance,11
5865;Electronic,37|Instrumental,49|Reggae,14
5866;Classical,36|Folk,53|Anime,11
5867;Metal,89|Industrial,11
5868;Pop,39|Industrial,60|Comedy,1
5869;Electronic,33|Comedy,22|Latin,25|Rock,20
5870;Dance,77|R&B/Soul,21|Anime,2
5871;Classical,22|Dance,67|Pop,11
5872;Industrial,88|Rock,12
5873;Dance,47|Classical,44|R&B/Soul,9
5874;Jazz,23|R&B/Soul,62|Anime,15
5875;Country,47|Dance,26|Pop,23|Blues,4
5876;Vocal,35|Reggae,37|Anime,26|Country,2
5877;Rock,53|Jazz,21|Blues,23|Anime,3
5878;Latin,62|Instrumental,23|Electronic,15
5879;Folk,75|R&B/Soul,21|Instrumental,4
5880;Pop,40|Rock,54|Comedy,6
5881;Jazz,47|Anime,53
5882;Instrumental,44|Anime,56
5883;Vocal,21|Dance,38|Rock,34|Classical,7
5884;R&B/Soul,93|Rock,7
5885;Country,31|Jazz,56|Comedy,13
5886;Country,77|Comedy,22|Metal,1
5887;Instrumental,85|World,15
5888;Country,59|Alternative,28|Blues,13
5889;Dance,79|Vocal,21
5890;Comedy,59|Country,21|Electronic,20
5891;Country,86|World,14
5892;R&B/Soul,78|Anime,20|Classical,2
5893;Classical,23|Industrial,70|Alternative,7
5894;Comedy,90|Pop,10
5895;Comedy,22|Blues,27|Country,22|Latin,29
5896;Dance,77|Reggae,22|Folk,1
5897;Folk,40|Industrial,32|Pop,28
5898;Rock,84|Reggae,16
5899;Vocal,25|Rock,75
5900;Industrial,80|Anime,20
5901;Country,65|Jazz,29|Reggae,6
5902;Comedy,42|Vocal,49|Instrumental,9
5903;Latin,34|Instrumental,52|Classical,14
5904;Country,30|Alternative,52|Folk,18
5905;Rock,25|Metal,36|Folk,21|Country,18
5906;Folk,48|Pop,38|Comedy,14
5907;Instrumental,49|Comedy,27|Blues,22|Jazz,2
5908;Dance,55|Instrumental,30|Classical,15
5909;Instrumental,55|Reggae,31|R&B/Soul,14
5910;Metal,92|Alternative,8
5911;Alternative,51|Dance,44|Reggae,5
5912;Jazz,32|World,34|Anime,23|Electronic,11
5913;Metal,82|Blues,18
5914;Classical,33|Reggae,25|Anime,27|Metal,15
5915;Reggae,44|Industrial,28|Latin,24|Metal,4
5916;Industrial,64|Reggae,31|Dance,5
5917;Metal,26|Dance,46|R&B/Soul,23|Pop,5
5918;Latin,63|Anime,35|Comedy,2
5919;Vocal,80|Instrumental,20
5920;R&B/Soul,64|Blues,28|Alternative,8
5921;Comedy,35|Vocal,23|Jazz,38|Folk,4
5922;Country,56|Pop,30|Instrumental,14
5923;Alternative,69|Blues,24|Comedy,7
5924;Vocal,28|Industrial,39|Anime,30|Latin,3
5925;Alternative,43|Blues,36|Jazz,20|Anime,1
5926;Folk,55|Jazz,44|Electronic,1
5927;Anime,45|Comedy,36|Latin,19
5928;World,48|Electronic,45|Instrumental,7
5929;Classical,79|Country,20|Instrumental,1
5930;Comedy,53|Metal,34|Dance,13
5931;Pop,38|Alternative,28|R&B/Soul,28|Classical,6
5932;Anime,40|Comedy,60
5933;Classical,57|Electronic,43
5934;Country,81|Rock,19
5935;Vocal,46|Industrial,50|Dance,4
5936;Reggae,27|Instrumental,46|Classical,20|Metal,7
5937;Classical,95|Metal,5
5938;Dance,50|Classical,37|Country,13
5939;Pop,80|Dance,20
5940;Reggae,91|Rock,9
5941;Anime,60|Comedy,35|Jazz,5
5942;World,93|Vocal,7
5943;Jazz,65|Industrial,25|Folk,10
5944;Metal,58|Rock,23|World,19
5945;Electronic,68|Reggae,32
5946;Classical,69|Metal,20|World,11
5947;Dance,79|World,20|Metal,1
5948;Comedy,92|Alternative,8
5949;Dance,95|Comedy,5
5950;Instrumental,70|Latin,22|Vocal,8
5951;Jazz,83|Alternative,17
5952;Reggae,60|Jazz,22|Alternative,18
5953;Alternative,45|Reggae,43|Folk,12
5954;Pop,94|R&B/Soul,6
5955;Country,90|Latin,10
5956;Classical,28|Electronic,66|Alternative,6
5957;Instrumental,56|Industrial,41|Alternative,3
5958;Anime,46|Country,20|Folk,30|Blues,4
5959;Jazz,30|Folk,43|Latin,27
5960;Blues,96|Country,4
5961;World,46|Electronic,27|Classical,23|Folk,4
5962;Rock,91|Alternative,9
5963;Electronic,63|R&B/Soul,26|Anime,11
5964;Comedy,46|Anime,24|Pop,22|Instrumental,8
5965;Vocal,33|World,64|Jazz,3
5966;Comedy,20|Rock,69|Country,11
5967;Anime,42|Country,25|Instrumental,28|Dance,5
5968;Country,98|Rock,2
5969;Electronic,99|Reggae,1
